Ingredient ID,Ingredient Name,Category,Supplier Name,Supplier Type,Price per KG (USD),Potency (%),Active,Notes
RM337,Psyllium Husk Powder (PLANTAGO OVATA,Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",12.25,10,TRUE,No
RM304,Rhodiola rosea PE 4:1,Other,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",13.00,95,TRUE,Yes
RM338,Rosemary Leaf Powder (Salvia rosmarinus),Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",7.50,10,TRUE,No
RM305,Saffron (crocus Sativus) Flower Extract 4:1,Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",23.00,10,TRUE,Yes
RM306,Schisandra Beery Extract 4:1,Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",9.00,10,TRUE,Yes
RM339,Siberian Ginseng Root Powder,Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",6.50,10,TRUE,No
RM319,Skullcap (Scutellaria lateriflora) Leaf Extract 10:1,Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",10.00,10,TRUE,No
RM340,VALERIANPOWDER,Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",9.00,10,TRUE,No
RM307,Valerian (Valeriana officinalis) Root Extract 4:1,Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",8.50,10,TRUE,Yes
RM341,WILDFLOWER BEE POLLEN,Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",10.00,10,TRUE,No
RM308,White Kidney Bean Seed Extract 2:1,Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",9.00,10,TRUE,No
RM309,Wild flower bee pollen *No soy*,Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",17.00,10,TRUE,No
RM342,Yellow Dock Root Powder (Rumex crispus),Botanicals,Lipond International Inc,"Ashwagandha Root Extract 4:1, Bacopa 50% Bacosides, Fo-ti Root Powder, Guarana Seed Extract, Gymnema Sylvestre Leaf Extract 25:1, Holi Basil Leaf Extract , Holy Basil Leaf Powder , ""Kelp (Laminaria digitate) extract (Allergen Free) "", Lion's Mane Mushroom Extract 1:1 , Mulberry Leaf Extract 20:1, Olive Leaf plant Extract 20% Oleuropein (Olea europea), Panax Ginseng Root Extract 4:1, Rhodiola rosea PE 4:1, Saffron (crocus Sativus) Flower Extract 4:1, Schisandra Beery Extract 4:1, Valerian (Valeriana officinalis) Root Extract 4:1, White Kidney Bean Seed Extract 2:1, Wild flower bee pollen *No soy*, Ceylon Cinnamon, Alfalfa (Medicago sativa) Whole Herb Powder, black maca root extract 6:1, Chamomile (Matricaria recutita) Flower Extract 10:1, Chamomile Powder, Elderberry Fruit Extract 10:1, Hops Extact 4:1, Lemon Balm Powder, Organic Reishi Mushroom, Skullcap (Scutellaria lateriflora) Leaf Extract 10:1, Artichoke Leaf Extract (Cynara scolymus) 4:1, Ashwagandha Root Powder, Bilberry Leaf powder, Black Cumin Seed (Nigella) Seed Powder , Black Pepper Fruit Extract 4:1, Broccoli Extract 4:1 (Flower & Stem) , Chicory Root (Cichorium intybus L) Powder, Chinese Rhubarb Root (Rheum palmatum), Cinnamon Bark (Cinnamomum Cassia) Powder, Dadelion Root powder, Dandelion Root Extract (Taraxacum officinale L) 4:1, Feverfew (Tanacetum parthnium) Aerial Part , Gino Biloba Leaf powder, Grape Seed Extract 4:1, Green Tea Powder , Milk Thistle Seed Extract (Silybum marianum) 4:1, Parsley Leaf Powder (Petroselinum crispum) , Psyllium Husk Powder (PLANTAGO OVATA, Rosemary Leaf Powder (Salvia rosmarinus) , Siberian Ginseng Root Powder , VALERIANPOWDER, WILDFLOWER BEE POLLEN, Yellow Dock Root Powder (Rumex crispus)",16.00,10,TRUE,No
